ID,CENTER,DOORS,LINK1,LINK2,LINK3,LINK4,LINK5,LINK6
ROW2736,Blank,"2,3,5",DHHPPPH,CCBPPDH,PSCTDCH,DPDTTPS,SSPBDPC,DCHDDBT
ROW2737,Blank,"1,2,5",CSTDSCC,BSTPHCC,PHCDDSP,HHBTCHH,HHPHDST,CPDDBCC
ROW2738,Blank,"2,3",SBPSSTP,DDPDSPP,HCCPSBD,CBDHBPC,PCPHCHC,PCTCBCB
ROW2739,Blank,"5",HPTCPCP,SPSPBPS,TTTDCSH,SCCPSTP,DDHCCBC,CTPBPPT
ROW2740,Plus,"1",PBSHTDS,TTPBBCC,DSDDDSC,BBDSCSP,TSSDBPB,HSTHDCC
ROW2741,Plus,"1,4",DBSTHPB,BBBBBBB,BBBBBBB,HDCTPCC,DBCSBHS,BSPBDHC
ROW2742,Blank,"6",HBBPPCT,BTPPSPC,DSCBPHT,BTHSTCP,DTHDDHH,PSDCTSD
ROW2743,Blank,"2",TDDPHTT,HPBTTSB,CBHCHPT,STTBBBH,SPDDCBT,BCHCSSH
ROW2744,Hex,"3,5",TDCSSHS,BTSTSCP,PSPCBDB,HSSPPDC,TTDHBPC,DBBTHDH
ROW2745,Blank,"2",SBBPCSB,PPBTBHT,HDSBPTT,CBBPPPH,PCSSHSC,DCPHDCH
ROW2746,Blank,"1,3,5,6",CDSCPTT,THPTSDS,SPBHHSP,CBBDSSB,CHSDBCH,TBPSHHP
ROW2747,Blank,"6",TCBPSPB,PTHCBCT,THHTTBH,SSDTDPC,TDHBBSH,SSSBCTC
ROW2748,Snake,"4,6",THHBTHP,TDTSTSD,SCDCTHC,CCCBCHD,DBBHHBB,DTPHCCD
ROW2749,Blank,"2,4,5,6",TTPTTHH,PCTCPCP,TPTSBTC,THBTPHD,SBSHDHT,DPTPTDH
ROW2750,Blank,"2,3,5,6",CDPPHSC,BCTSBDH,PSPSHCT,SDBDDSD,DPTSBBB,HTPHPTD
ROW2751,Blank,"1",TCDTCHB,PTDSCDS,BDBSTSC,DHHPCTH,CHCPBTD,BCTTHTD
ROW2752,Blank,"4,5",CDHCTCD,SSTBSDD,HSCBSDC,TTTTSDD,CPHSDCT,DTCHHTH
ROW2753,Blank,"2,3,6",CPSSCHH,DCSCPDS,SPTPBHC,PHHTTHH,DCSDSBT,HDTDCBP
ROW2754,Blank,"6",STTCPBS,CBSTPHC,CDPHHSS,STBTBDS,HDDHPHD,SCCPDTC
ROW2755,Blank,"2,3,4,5",HSPHTPP,SDSHPTT,SCBPHBT,DSDDCPT,SBBHBPD,TSPSHPH
ROW2756,Blank,"3,5",PBTDPBD,CSDBCPH,CPDPTHS,DPPPSBT,PDCCBHT,BDSCDSH
ROW2757,Blank,"5",SBTTBDC,BBBBBBB,BBBBBBB,SBPHBPD,DPPBTBD,HHHBSDC
ROW2758,Blank,"5",BDTTBPD,BPDSSPP,SDBCSTC,SSSBCDP,PDDSDDD,SSSCBSP
ROW2759,Blank,"3,5,6",DDCSSTD,PPPDCTS,SDDDPCS,PDDHDDP,HBBPSTS,SBCBBCD
ROW2760,Blank,"1,5",DCDBTBD,DPCDBSB,CDPDBBS,DDBPCSB,SSCBBPP,TPSBCBD
ROW2761,Blank,"3",STBPHDD,PSDDDDD,BPSDHTC,DBHDDPS,BHBHHHD,TDDTPPS
ROW2762,Blank,"3,5",TCTDCHH,CTSPHPT,DDHBHTC,CSPCSPT,BSCTCCT,TPDBBHC
ROW2763,Clover,"1,5",TDSHSCD,TTTBDHD,BCDSCSD,HHCHSDH,PDDBHPP,TCCSBCB
ROW2764,Blank,"6",SSHTHPS,TSBDTDC,TCDTTSD,THBBTTS,DDPHCCD,SHPCDCT
ROW2765,Blank,"2,5",CDDPHPH,SPCBSCB,BCSCTSS,BCHHDTS,PHTDPTP,THTCBHT
ROW2766,Blank,"5",TDTCDBH,THCTCCB,HDSBSTS,DSPPSSC,HBCSCHP,CSSTTHC
ROW2767,Blank,"1,5,6",DBSDTBD,DTDPPTT,DBHBDSH,DHCCPDB,PBPHBDH,CCHTPBP
ROW2768,Blank,"1",CDCTBBD,CHDHCTT,TSBCHDS,CCSTTBS,TCDBSPC,TPHPTDH
ROW2769,Blank,"2",CHHPDSD,HSDCBTD,TBBSTCC,BDTBPCD,SSBSBSP,SSDDSDD
ROW2770,Hex,"1,4,6",DSBHSST,TCPBTCB,THSDBDD,PBSDTDS,BCTTBPD,DBDDBSB
ROW2771,Blank,"3",CHCSCHP,DHSHSPP,CTBCDSP,CBHBBCH,CTCPDSB,DDDTSHP
ROW2772,Diamond,"2,3,6",HPHCBTS,DCBTHSS,HTHPHCP,CBCSBHC,HHDSHDB,PTHCTDT
ROW2773,Blank,"3,5,6",STDSSDB,BHDBSPH,CHSTDTT,DCTHTPC,THSSDCD,DDTTPTC
ROW2774,Blank,"2,3",PPSHTPC,CDBTDDT,SPTTTCH,BCCBPBD,CHBHDBB,SBCTPHS
ROW2775,Blank,"1,2,4",CDTDHBT,CPBTBPT,CHSCCPH,THPTBPD,DCHTHHC,DTBTPSD
ROW2776,Blank,"4",BBBBBBB,BBBBBBB,PCTBBHD,THDPCTH,DCCCTCH,BBBBBBB
ROW2777,Blank,"5",PSCPHTT,PDCDHTT,TSCTCPH,TCSCHPS,PHCHTPT,TSCCHSB
ROW2778,Blank,"2,6",TPSHPBC,TTBSBPT,STPDBPS,BHHBSSC,PTBDSCS,SCDPPPS
ROW2779,Blank,"2,4,5",SCPDDPB,STBSCSS,SSDBTCC,CHBCSSS,CHPCCBC,SSSDSPC
ROW2780,Blank,"2,3,4",DBDPPBP,SPDBPCT,HDHHDPS,SDBTHPP,SSSTPDB,BBHHSSS
ROW2781,Blank,"2,6",PDPCBDH,CPDDBCT,HBDHPPT,BDSHPCP,CTTBBBC,BCDBHTT
ROW2782,Blank,"5",SCBBTHT,BDTCCCB,PTCTBTS,SSHTCBP,CSPPTBB,BPCSHDH
ROW2783,Blank,"5",HHBTTCB,PSDCTTH,PTBTDPS,STBBHTP,CPBBTHB,HCHSTTT
ROW2784,Blank,"1,4,6",DTCHTDH,BBBBBBB,BBBBBBB,CCTHPBH,CSCHDHD,BDCCBDH
ROW2785,Blank,"5",CPSTDHP,SHCHHHC,DHPPCDT,PSBDPBD,DCHDDTS,PHHHHSP
ROW2786,Blank,"1,5",TCDPSSD,BTTSBDB,SSTCPHS,HBTSSCC,DDSHPCS,CPCCTHS
ROW2787,Blank,"3,6",BSDDSPD,DPCDHPH,BCTSDTB,CBPHSDS,DPPSCPS,BCCSHPC
ROW2788,Blank,"5",HSHHDHT,THTHCBS,HPTDPHD,TCDTCSB,DCDHHCP,BPHPCCB
ROW2789,Blank,"2,6",SSDPTPP,PBPHBDH,THTHPTP,TPHPTPT,DPPTDPT,CCCSTBP
ROW2790,Blank,"2,3",BPPSHBC,BPBPPHC,SHCSDPT,DTHTPCC,TDTPTBB,PTCTDBB
ROW2791,Blank,"1,2,3,6",PHCBCBT,PCCDHDD,CSHCTDS,BHPDDSS,DPPCSST,HPCCSDC
ROW2792,Blank,"6",TDDDBPC,CTSBSDD,TSCCHSB,DPCTHTT,CSDTHTP,PCCHHBB
ROW2793,Blank,"3,6",CDCCPTH,TDTTTHC,SSPBTHS,CDSCHPC,PDBSTTS,TCPTHBH
ROW2794,Blank,"5,6",PPBSTDS,CBHPSDD,TSSPTCP,BBBTDBP,PDCBBCC,TBTDPBT
ROW2795,Blank,"2,5",DDSSCCP,DDBCSDP,HSPBHCS,THHHCCT,BSHTDHP,THTBTBH
ROW2796,Diamond,"3",TBHHHHB,SSSPCTD,CHTDHCS,SHHTCSH,DHPBTTT,THSDBHP
ROW2797,Blank,"5,6",PTBPSSP,THHBPPS,SCCCPBS,CSBPTDH,BCDPSHB,CTHCPDH
ROW2798,Blank,"5",SBBHPBH,HHBCTDS,DCHHCTD,HSPCHSS,DHDDHTS,BHPCBPD
ROW2799,Snake,"5",TBBPSCT,TTTBCSH,PDCBHDS,PPBDCSC,CCTSBCP,TBSHBPB
ROW2800,Blank,"3,4,6",DSDBSCD,SDBCCHP,DDDTTBT,TBDSPPS,PBDHTCT,HHTSDHC
ROW2801,Snake,"3,5,6",SCTSBBB,CPCHDPP,TTTPDPP,PDBSCDT,BBBBSDS,CBPHDST
ROW2802,Blank,"2,6",PDPSTDS,CSHPTHC,TSDHDDS,HCTHSCT,HDHPDPP,PHTHDCP
ROW2803,Blank,"6",CDPPTHD,HTCDCDC,CSPCCPH,DCSSCDC,STCCHDD,TTPCDDD
ROW2804,Blank,"2,6",HSBCSPD,SSDPPTT,BPSTTTH,DTPPCPP,TBCDCPC,DDCBHCP
ROW2805,Blank,"4,5,6",PDTPPSC,BHDDHDC,DBHBCDS,DDHSHTC,DPHCDCH,DDTSDHB
ROW2806,Blank,"3,5",TCHCHSS,SDHCPBH,CTPHDPC,SBSCPBC,SCCBHTC,DHHDTTS
ROW2807,Blank,"2,4",BCTCCHC,DDBCDCH,BBTBSHB,CPDSSCT,DHBBTSB,SHHCHTS
ROW2808,Blank,"2,4,5",STBSDCS,SSHHPTT,DTDCBBB,CSDBSBB,PBHDTSC,SPBSSHS
ROW2809,Blank,"4",HSPPBHT,PBTDPHH,HPTSDTT,HSBBBPS,HTDBPTC,BDDCPDC
ROW2810,Blank,"3,5,6",HPBPSPS,HSCHDTC,SSHDSHD,CDTSSPS,STCBTBP,CPBBSSC
ROW2811,Blank,"2",DHDTHHH,DSPPDDB,HBSPSCB,CCDTSTP,THPSPCB,HSBHCPS
ROW2812,Diamond,"2,5",PDHBBHT,BCSBDCT,BCSSCHH,PDPSTHS,HTPDHHP,BTTPHDS
ROW2813,Blank,"2,4,5",HBSTTHC,TPSTSTP,BCSTHPB,HBDSCPC,HBPPCTH,HCHCCBB
ROW2814,Blank,"1,4",BPPTPCC,CPBDSBT,CHBTPPH,PBSHTDS,CCDCPSS,DHBCDBC
ROW2815,Blank,"3,6",TBCDCHD,DDHSTDD,PDTCHCC,DDCPCDC,SPSBPCP,PSTCDPT
ROW2816,Clover,"3",TTBSDHT,PBCPSST,HBHBPCD,DTDTTTH,STDTHCS,PBCDBDP
ROW2817,Blank,"1",SCHCCSB,SDBCDHB,SDPTSSC,STCSCBH,TSCCSBC,CPCHHPB
ROW2818,Blank,"2,5",DPCTCPT,DDPTPPS,SDSCDPT,HTTHBSP,TDCHSTC,CHDPSSB
ROW2819,Blank,"3",HTHBBPP,SDSSCST,HBDCTPP,SPSTSSS,PHBBSDP,PPPBPDT
ROW2820,Blank,"6",BHPBSHP,HBHDTTH,BBSDHSP,TSCSCSC,BPBBDTT,CTSPHDP
ROW2821,Blank,"5",SDBHDHH,SSSBBCD,DBSHCSH,CSBCBPB,SSPDBPS,TPPSSTP
ROW2822,Blank,"3,6",CHPBPPT,TSBHHST,CPBHTPD,PSSPHCP,TBSPHPS,PTBCDPS
ROW2823,Blank,"5",HPDSPCP,DSHPSHD,DDBDCTP,SDDCCBH,BPHSCCT,BDSDPDD
ROW2824,Blank,"3,6",TTPPDDC,HHPHBPC,HSPBDPD,CDHPDHC,TPPDDHP,HCCHHST
ROW2825,Blank,"2,6",DSCSCPP,HDDTBDP,HDCPSDB,DPBHHDS,DHTTSPT,SBBCDST
ROW2826,Blank,"3,6",HBDTPPB,PBDSBTT,HHDDTPB,BCTCCHC,HSSSHBH,HCDSSBP
ROW2827,Blank,"4,6",CDSHHTS,TTTSPDB,CTDBTCP,BHSHCCP,BPDSSPP,CHTBHTB
ROW2828,Blank,"3,6",SPSTSSS,PTCTTDD,BTPPDDP,HDDBTSH,DPDPPCT,TTCPHTS
ROW2829,Clover,"3,5,6",TPPHCHP,BBDBPSS,DHDSTPP,THCBPBS,TTTTHSC,PDPTBSS
ROW2830,Blank,"5",BPDPTTB,SSTBCSS,STTCSSB,TSPBSPS,DTBHBCC,TDPCHPC
ROW2831,Blank,"2,5,6",HDBBPSP,CHPPTHP,CPPHCTH,SBCCBPS,CPTDDBP,DHCCTPD
ROW2832,Plus,"2,5,6",PCTPHPP,HDCSDBP,DDDCDPT,HTBBPDC,TBDBDDH,CBTBPHB
ROW2833,Snake,"2,4",SSTTDCB,SSBHHPT,CDSTCTD,HBDHHSD,SHTSPPB,CBTDHHP
ROW2834,Plus,"6",HDPDSDH,PDSSTBP,PBTTPCP,SCCBTBD,TPHDDPS,TSCDBHT
ROW2835,Blank,"1,3",HHDPBPB,DPBTDDD,DPDCBBS,HHCHBSH,BBBBBBB,BBBBBBB
ROW2836,Diamond,"5,6",THDHBSP,DDTHSCD,CBHTBSB,TDCPCPB,CDBBDPC,SHCHTDT
ROW2837,Snake,"1,3",CSCSDBP,SBCSPCP,PSHBSDD,HHTTHTC,PSCSBBD,SPHPDSB
ROW2838,Blank,"2,6",DDBDPBT,DBBTTHP,SDTHPSS,BBBBBBB,SCCCSSB,SPPDBCT
ROW2839,Snake,"4,6",HBTBTBS,CTBCCBT,SPCCBTC,BSBPTPC,DPTDCTD,DPSTCDT
ROW2840,Blank,"2,6",PSCBBTB,PCCSBPS,BPSSHBC,TSHTCHC,BPHTCDS,BHHCCPS
ROW2841,Blank,"2",CSPBSBB,SPPCCHB,PHHHHSP,TBTDDDP,PTHBCDT,HDSSBDC
ROW2842,Blank,"1,2,3,5,6",BHHBDPD,PCDCHBT,CPDDDHH,TSCHTDB,CCCHHBC,BSDSPHP
ROW2843,Blank,"4",BTBTBCC,BBBPBHT,PPDSSDT,SCBBTTP,CCHPHHS,HTCHTTS
ROW2844,Blank,"3,6",BSBSHTC,SHDDDPS,HHCTDCB,HPPCHSH,HTCDSTD,BTDTCBB
ROW2845,Blank,"1,3,6",PBDSCBB,DCSHCDB,PDPPCPB,PDHTSST,SCCDSSB,CTBBPCS
ROW2846,Blank,"6",PBPBCBT,DBSCPBT,HSTDBPH,SHCTHBS,CPTCBPD,TBDSTTP
ROW2847,Blank,"6",DHCDSSB,BSHBPHC,BBBBBBB,BBBBBBB,BBBBBBB,SSHPTPD
ROW2848,Plus,"2,4",PHDDSTH,STPBTBD,PCPTBHT,STPSSST,PHCBPCD,TTSPSCH
ROW2849,Blank,"2,4",HDPPBSC,TTDTCTB,BSCCHHS,CBTSSTH,TDTPPCP,STBSDBD
ROW2850,Blank,"2,3,6",BDBHPSC,BBBCSDB,PDPSDCH,PPBHPHB,TBPBTCT,HCSDTST
ROW2851,Diamond,"2,5",DDCDCCT,TSDPPBP,HBHTDDH,DTDHDCP,SPBHHSB,CSBBCDT
ROW2852,Blank,"1,5",PDBPTTH,BBBBBBB,BBBBBBB,DSDDSCP,SPTPPPH,DPSDSBP
ROW2853,Blank,"5,6",DCDTCSC,BPDDPTP,SCBBDHB,BHCSTTH,SCDCSST,PBHSTBS
ROW2854,Blank,"2,5",PSTDBCT,PDSBPBD,DTHSSSP,CSDPSCB,CSHDTTT,TSDBDCS
ROW2855,Hex,"5",SCBTDSD,HHPTPHP,SBBTBCT,SDTDHSC,BTHPHBD,PBPHHSS
ROW2856,Blank,"2,3,5",SPPHPCB,SDCCTCC,SPCCDDD,TDDDBPC,PPBTBBP,CHBSHSC
ROW2857,Blank,"3",DBPBDTP,HSTPPCD,PBDSCTB,CHHTPSD,PHSCBHD,CCSDTDS
ROW2858,Blank,"3,5,6",PSDPTTD,DHSTBSC,CHSBDDC,BCDBTPC,PBTTHHS,CTTHCCC
ROW2859,Blank,"2",STHBTST,PHHDDBP,BHSCHPC,BDDCCCP,CPDBDSP,DSCPBST
ROW2860,Blank,"1,2,4",PTBDBTB,THSTBBB,CTDDSCH,DHTHCSC,BBBBBBB,BBBBBBB
ROW2861,Diamond,"2",CCPBPBB,DBBCCTH,HSTHHDD,DHDTHHH,TBTHDPB,SPSPPBT
ROW2862,Blank,"2",TBPCTPC,BBTPDSP,DPSPHCS,CTTSCHD,DDDCHTB,HCPCCSH
ROW2863,Blank,"4,5",SDSBCPD,CDTDBTH,CPSSHHT,DDTTSSC,CBSBSDS,DDBBPBB
ROW2864,Blank,"2,3,4,5",SHHTHSS,HBSDDCP,BPHDDPD,BBBTCTD,SBTCPTD,CTTDSPB
ROW2865,Clover,"6",CBCSBHC,BPPSTHP,HBBDHSD,PHSBBBD,PTSTCTS,CDCCDPD
ROW2866,Blank,"1,2,3,5",HBSTSCB,BPHTPDH,PBSCTSH,CHCSTTH,PSHCDBS,HTDDDCP
ROW2867,Blank,"3,5,6",DBCBHHC,THPTBBB,HBBCTSB,SCTSHCH,SCTTHBC,TBHDDPH
ROW2868,Blank,"1,5",SCCCSBS,BDBSTTP,DSTSTTP,BHDBTPC,SSDDBBS,HSCPSHC
ROW2869,Blank,"4",TDTHPSD,HDCTTSC,BPPHCDB,STBCCCD,BBCTHPT,SSTHBSC
ROW2870,Clover,"1",SPSSHPH,TSSTSSP,CPSTCBC,DSSSDCP,DHTPHTP,CPCBDHT
ROW2871,Snake,"3,6",PHDCTCT,PHTSSCH,TSCDDCH,TTPPDDC,TPTCBPD,TBBSTBH
ROW2872,Blank,"1,3,4",SSHBHCH,SSBHSSS,STBPSBT,HBDBCSS,TSTSPDS,DPSDCDH
ROW2873,Blank,"3",HCPBSTD,PDCTBCH,PHPDDTP,DTTHBHS,TPSCBPS,PPDDSTH
ROW2874,Blank,"3,6",HPSPCDS,BSBBCBT,TCTBSBT,TPBBDHT,SSHHPSS,DBDHPPP
ROW2875,Blank,"3",THHDHPC,DHBSSDT,DSPTPTT,TDSSHBC,HBTTCBH,BSDHPPH
ROW2876,Blank,"2,5",CPSHDDH,DSPPCDC,CCHPTHH,HPTBCSB,THSTBPC,DBBDPHP
ROW2877,Blank,"2,4",HSPHPSC,BHBPSHC,PDHSHTT,CPPCSBD,PPBPTCD,DSCHTCC
ROW2878,Blank,"1,2,3",DBPPSBS,PCTCSCC,PTTHCPC,HDHTTCS,PDTSDTC,PPTPPSS
ROW2879,Blank,"2",CBPHSDS,DSCCBHB,DHHBSPS,HHCCDCP,CTPBBDT,TTPHBTT
ROW2880,Blank,"1,2,5",BCSSCSS,HBDPDTC,THSSBTD,DBBSBCC,SCPSPPH,BCCDTTT
ROW2881,Blank,"2,5",SDSSCSH,PHBTDST,BHSHHBD,CDPBBCC,BTCCDSP,CTSCBHD
ROW2882,Hex,"6",DBHDDPS,HSCSPHC,TSPCHCB,PHDBDTD,BBSCHBD,DHSCCBB
ROW2883,Clover,"3",TTCCHSC,SSBHBSC,PDPTSCD,HTHBSHC,THCTCCB,TPSSTCH
ROW2884,Blank,"1",TBTBTBD,PCCDSCD,BPPDBSP,CBDPHCH,BBBBBBB,BBBBBBB
ROW2885,Clover,"5,6",SSBSDTB,DHBPDPH,CTTPPCC,BSTPBDD,TPDPTSP,BHPPCSH
ROW2886,Blank,"2",DPHHCTP,BTHCBCB,DSCTBCD,DTSSPSH,DPCDBDT,DSPTPHB
ROW2887,Blank,"1,3",TPBPHCT,SPPSSHB,CTTCHSH,BDPPDCP,STHDBHD,DPPSPCP
ROW2888,Snake,"3,4",PHPBTSB,CTDDCHP,CBTHTSS,BSCCTBB,BBBBBBB,BBBBBBB
ROW2889,Blank,"1",PHDPSDH,DPTDHTP,SDDTHPT,CTCSSCH,TBDPCTB,DDCBCCD
ROW2890,Diamond,"5,6",CPCSHSH,TTBCBSH,BTBSTTS,SSTTPBC,HHTTDCC,DDPCDPB
ROW2891,Diamond,"2,4",SDBDDSD,PBTBCTD,BCTHTSB,PSDBPCP,CBPTTPH,BSBCHCT
ROW2892,Blank,"3,5,6",PDTDCSP,SSPDDSB,SPPTCDT,DCSSTHC,TDTSTHP,PPSBPTP
ROW2893,Blank,"2,3",CSTTCBT,BSPDPBS,PBCDTHT,BSTPHDP,DHPHDHC,DDTBDST
ROW2894,Blank,"4,6",TDPDTBB,CDBDHHB,BHBPTPC,PTHSSSH,TDPSBCT,HHHDDDC
ROW2895,Plus,"3",TSBHPTS,CCPBPPH,TBTDPBT,STPPSTC,BCSCHHD,PDCDDTH
ROW2896,Blank,"5",CDPDBSB,DBHHPPS,HPTBHTT,CBPBHPT,SSPBSTH,SHDDPTD
ROW2897,Blank,"4,6",HBPBBPC,BDHSBTC,SPHSTSS,STTHDHC,CSBSCPP,CSHCTDS
ROW2898,Blank,"2,5",TCCDPHT,HBDPDCC,BHSTDHP,HHCDSBP,DHSBCDS,HCDTDSD
ROW2899,Blank,"3",PPDCBPS,BPBBTPH,PTSSDDC,DSPDCTB,TSBBHDP,HHBDHBC
ROW2900,Blank,"4,5,6",CDBBTPB,BTPCPTD,CTSSHBB,TCCBPCB,PHTSSBP,DSBSHPH
ROW2901,Blank,"1,3,5",TTHHTHD,DCCCHBB,PBDHBHP,THCBSPC,HBBTSPH,CDTBTDB
ROW2902,Blank,"5",BTTHCCT,BBBBBBB,BBBBBBB,CTBTDHC,DDDDHDD,STBTCHS
ROW2903,Blank,"5,6",SBDBTSP,HCDPDBH,HCTCPTB,HDCSDPC,PPTPPDT,SSBSDSB
ROW2904,Blank,"5",SHDSSTT,DCCSBTS,DDSCDBB,PBBDHTB,SDTDTCT,CTTPHHH
ROW2905,Snake,"3,5",CBHDCCT,PBPBDHP,CHBSHHB,HDTHBBS,SBTHTHD,DTDPPHP
ROW2906,Blank,"2,4,6",PCSHCHC,CCCDPHC,DSCTDBB,TPPPTSP,PBTHPTB,HSCTDDB
ROW2907,Blank,"3",PTCCBBS,TPDHCPT,PHTCBSC,TSBHPTB,TDSHSBT,STTTBCP
ROW2908,Blank,"4",SHSTCPB,TSDPSSH,PTHDPDT,PTBPDHC,DBSBSTP,HSHDTDB
ROW2909,Snake,"1",TSTBBTC,HPPCSHP,BTCSCBS,CPCHCTC,DDHSTDD,TDCSPST
ROW2910,Blank,"3",CDBTPPS,TDBDBTB,BTCBHBC,BHBHSTB,DSDTDPH,HPTTCDS
ROW2911,Blank,"3,6",BBPDBCT,CTSTBSB,HTDBDPD,PDTPPSC,DDTCDBP,HCDCDCP
ROW2912,Blank,"2,6",SSPCPTC,TBHSHHB,THSDPPS,STDSDDS,HTDCDDD,HSBSHPS
ROW2913,Blank,"1,2,5,6",DPTCDCT,DSPDBPH,TSPDCHH,TTPCBCH,PCSDTTP,PHTCBSC
ROW2914,Blank,"2,3,4,6",HPPPCDB,DPPBTBD,TTBBCCD,SHCBCCT,THHBPPS,HHHBCBB
ROW2915,Blank,"1",HTBDCCC,BPCHBBP,TDDCCCS,DHHTCPS,DBPHTST,HSBTBSB
ROW2916,Blank,"5",BDCBCBC,CBSBHPH,CDDPTTP,BDTSBHD,HHPDHHP,DSHBDPH
ROW2917,Blank,"4",PSCDTST,BBBBBBB,BBBBBBB,PDBPTTH,PBTDPBC,TSBDHHS
ROW2918,Blank,"6",BBSDDCP,PSDDSBC,CDBTCTP,BPDSCPB,BBCSCPP,HCHSDPT
ROW2919,Blank,"2,5,6",SHHPCBD,PCDDSHP,TBTPSCD,DPBSDTT,SDBTPBH,PTDBHPC
ROW2920,Blank,"1,4",CDSDHTH,SBSSDPT,DHCHCSP,HCCBHTS,BBHBPHB,CCPDHBD
ROW2921,Blank,"3",BHHBHPC,PPCHSTS,TPHHBTC,PDPDCSH,BSBTHCT,DBBBCDT
ROW2922,Blank,"5",CSBSCBP,DBCTHCP,TSBBHPH,CTSSSDD,DDSSSSS,PDDTHHB
ROW2923,Blank,"1,4",BSBBDBS,DDSBPDB,HSCDCPB,TPCDPDB,TSHPCDT,SSCBHTP
ROW2924,Blank,"6",DDTHHPD,BDTTCHC,PPBPBBB,DHCSBTT,SBDHDCH,PSDTTSH
ROW2925,Blank,"3",DTHPPDS,TPBTSPD,DHSBHTD,BSBHDTC,PTHCTDP,DPCTBHC
ROW2926,Blank,"3",DTCDCTD,HHSHHTD,DSTHTBT,BTTSSCS,BTBTCSC,BBTPHTT
ROW2927,Blank,"3",CPSPTPC,DDHTCPP,THBBHCP,DCSPBDD,DSSCHHD,DTSDCST
ROW2928,Blank,"2",HSBCPCT,BDCSSPT,BPSSSTS,TBPCDSB,PBSSDDC,TTPSPSC
ROW2929,Blank,"5,6",TPCCSHP,DPPCDBP,DDCDPTB,TDSDTPT,TCPDHTC,SDCPHDS
ROW2930,Blank,"5",BPSTDSS,SBHPPDB,BPPSDDD,CBTDPCH,SCTPSPD,SHTPCHT
ROW2931,Blank,"4",TTDBBSH,SHCPBBT,TTTCPCD,BPHSBDB,PSBHSBP,PCDDSCT
ROW2932,Blank,"2,6",SDPTTHS,THDDDTS,BDPHBDT,CBBBTSH,TBTDBST,HHCBPBT
ROW2933,Blank,"2,3",SHDDCPC,PPBBHSS,PSDCPSD,CTCHHTP,BPBSCBC,DTBTPDT
ROW2934,Blank,"1,2,5",BDBCDSB,HPCTPHB,HDHSHCT,CPDHBDS,PHHSPDB,HSBSDCD
ROW2935,Blank,"3,5",DPBHHHH,DCBDBPH,DHCPPSS,STSSCCB,DCCHHTC,HTBBPSP
ROW2936,Plus,"1,2,5",PBHCTTH,SBTCSDH,DHCSHDS,SCPCDDT,TSSBDBS,CPHTTDT
ROW2937,Blank,"4,6",TSCCBDT,BBBBBBB,BBBBBBB,CCBDTCP,HDDBPBC,PHTBHDP
ROW2938,Blank,"1",STSSPTP,BTDHCHD,HCBBPDS,CPPBSTC,PSCTHPB,BPSCHTC
ROW2939,Blank,"5",HSTCDCB,SPSDCBP,DTBPSTT,DDCDCCT,SSHCSHS,STTCSDC
ROW2940,Clover,"2,3,6",DPTPHSP,PHBBPTB,TTPCDDD,HDBDBCD,CDTPHDD,TTCBTCB
ROW2941,Plus,"2,6",PPPHSTS,PTHBBPD,CDDHTTH,PTHBDTS,PCTPCCB,BDCDDTS
ROW2942,Blank,"2,3,5,6",SCCSTBT,BPTTSPB,CSTBHPS,HBBDCDH,PDSSTTB,DCCPTPB
ROW2943,Blank,"5",PBCSHSS,CSDTHTP,TTCPHTH,STSCCDH,THBCDHT,PPSSHST
ROW2944,Blank,"3,6",CDBTPCS,CPTBTSB,TCTSDDH,PPPBCPP,HCCPCHP,TPHHBTC
ROW2945,Blank,"4,5",SPDPBDS,DSPDDCC,DDCBCCD,HHBCCBB,BBPHTPB,SPBPTSB
ROW2946,Blank,"4,6",DTPPCPP,SCCSPHH,CPCCDCD,SSDDDCC,CTPTSTD,DSTSHCT
ROW2947,Blank,"4,5,6",BBPCPST,PPPBPDB,PDCPPBS,PDDPBSB,SSHHPTT,PPTCCDS
ROW2948,Blank,"5,6",TCHSDHS,BPPPHHT,TPHSTCH,THBSHTP,DDBTCDD,DTPDTCD
ROW2949,Diamond,"3",TBPTHHT,DHBCHDB,SBTTCHS,SSDSHHT,TTHSCSD,DSSTPTC
ROW2950,Blank,"2",HTTBHDP,TDBSCHH,CBSPTDD,SBCBHDS,PTSTTCB,TSPDCHH
ROW2951,Blank,"1,5",PTPCDDC,TCPBBBT,BHDCBBS,CCTDDHD,BPTHCDC,PDHBSSB
ROW2952,Blank,"2,3,4",SHPSCPP,CDBBDPC,DBTDTBD,TDPPHDD,SDBTBCS,DBDPDCH
ROW2953,Blank,"3,6",BPPSHSD,DPPCSST,CPPHHHS,TPBPHHD,SHHSPTC,PCSPCPT
ROW2954,Blank,"1,2,4",DBTDCTD,HHBHPHP,SCTPBBP,CSTHPSB,PDHPSBC,CDHPCPS
ROW2955,Blank,"1,4,6",DCHBBSS,BTTTBSH,THBHTHP,TTSDDSH,CDTDBTH,HCSSTSS
ROW2956,Blank,"1,2,5,6",TSBSHHP,DPBHSBC,BTHCBSS,PPPBHCB,PBHBSPH,TDPSCHS
ROW2957,Blank,"5",PSCBHBD,SHTCCSS,PHDHCBH,DBPCDBC,TBTPSPH,PTSTHTS
ROW2958,Blank,"3",TDSCDDD,CDBBHCB,SDTSPST,CSSBBHH,HSBCCBB,TBSPHHB
